Date,148070.KS,294400.KS,BIL,BWX,EMB,HYG,IEF,LQD,META,NVDA,SHY,SPY,TIP,TLT,VEA
2021-01-15,113560.1875,49735.0,79.54315948486328,28.84000015258789,90.56066131591797,67.8987045288086,105.35380554199219,114.92352294921875,249.98855590820312,12.824150085449219,77.31730651855469,352.7185363769531,105.98904418945312,131.7224884033203,41.944244384765625
2021-01-18,113731.5546875,48550.0,,,,,,,,,,,,,
2021-01-19,113675.9765625,49825.0,79.54315948486328,28.812076568603516,90.68839263916016,68.09353637695312,105.4160385131836,115.12618255615234,259.6754455566406,12.989447593688965,77.34413146972656,355.4881286621094,106.23907470703125,132.14768981933594,42.23999786376953
2021-01-20,113838.0703125,50115.0,79.54315948486328,28.905162811279297,90.79217529296875,68.21824645996094,105.46053314208984,115.09239196777344,266.0205993652344,13.329010963439941,77.33523559570312,360.4075622558594,106.39740753173828,132.27786254882812,42.56183624267578
2021-01-21,113847.328125,50815.0,79.54315948486328,28.895858764648438,90.8561019897461,68.1792984008789,105.309326171875,114.63653564453125,271.3811950683594,13.829381942749023,77.34413146972656,360.7361755371094,106.65576934814453,131.34945678710938,42.65751647949219
2021-01-22,113398.09375,50525.0,79.53445434570312,28.812076568603516,90.89598846435547,68.0467758178711,105.46942138671875,114.55210876464844,273.0022888183594,13.674808502197266,77.34413146972656,359.4593505859375,106.48912811279297,131.77459716796875,42.36178207397461
2021-01-25,113277.6796875,51720.0,79.54315948486328,28.821378707885742,91.2552719116211,68.06237030029297,105.89634704589844,115.04175567626953,276.4931640625,13.615718841552734,77.35311126708984,360.8769836425781,106.76412963867188,133.32762145996094,42.335670471191406
2021-01-26,113370.3046875,50330.0,79.53445434570312,28.877241134643555,91.135498046875,67.9610595703125,105.86079406738281,115.03326416015625,280.5111083984375,13.39831829071045,77.34413146972656,360.3136901855469,106.60578155517578,133.07603454589844,42.35307312011719
2021-01-27,113351.78125,50120.0,79.53445434570312,28.709665298461914,90.71236419677734,67.76618957519531,105.98530578613281,114.83072662353516,270.6551818847656,12.882242202758789,77.34413146972656,351.50750732421875,106.57244873046875,133.41441345214844,41.3614387512207
2021-01-28,113356.4140625,49245.0,79.54315948486328,28.784143447875977,90.9039535522461,67.96886444091797,105.70956420898438,114.64495086669922,263.5541076660156,13.015125274658203,77.33523559570312,354.53045654296875,106.7807846069336,132.6768798828125,41.683284759521484
2021-01-29,113407.359375,48085.0,79.54315948486328,28.709665298461914,90.89598846435547,67.78955078125,105.52277374267578,114.46772003173828,256.92047119140625,12.954042434692383,77.3620376586914,347.4329528808594,106.67247772216797,131.8787384033203,40.76994705200195
2021-02-01,113064.6328125,49275.0,79.54315948486328,28.525217056274414,91.34610748291016,68.00703430175781,105.65452575683594,114.69355773925781,260.5804138183594,13.200614929199219,77.37102508544922,353.2160949707031,106.4390869140625,132.03158569335938,41.34403991699219
2021-02-02,113499.984375,50025.0,79.53445434570312,28.50657844543457,91.34610748291016,68.17133331298828,105.38754272460938,114.38909149169922,265.6227722167969,13.519486427307129,77.3441162109375,358.21063232421875,106.59747314453125,131.1802978515625,41.80507278442383
2021-02-03,113453.671875,50440.0,79.53445434570312,28.46000862121582,91.11387634277344,68.22610473632812,105.12942504882812,114.1183853149414,265.1950988769531,13.493309020996094,77.35306549072266,358.4922790527344,106.53912353515625,130.016357421875,41.918148040771484
